3.3,0
5.7,0
69.4,0.343283582
1.8,0
3.8,0
8.9,0
13.7,0.052631579
11.9,0.0625
33.2,0.722222222
23.1,0.212121212
33.7,0.203846154
12.2,0.60483871
62.1,0.272727273
81.4,0.12962963
21,0.298449612
8.6,0.047619048
30,0
5.6,0
16.6,0.648148148
12.6,0.472222222
19.6,0.392857143
44.2,0.042553191
55.1,0.693251534
3,0
15.8,0.277777778
6.9,0.380952381
6.5,0
17.1,0.326086957
10.8,0.060606061
31.9,0.066666667
6.6,0
42.6,0.114285714
9.7,0.058823529
11,0.583657588
0.4,0
2.1,0
4.8,0
2.4,0.090909091
5.6,0
6,0.368421053
8,0.271428571
0,0
1.1,0
1.4,0
1.3,0
8,0.193548387
6,0.066666667
27,0.773333333
0.7,0
0.5,0.047619048
14.3,0.7
2.8,0
4.4,0.1875
2.8,0
38.8,0.5
2.4,0
3.5,0.05
2.6,0
2.3,0
3.3,0
6.2,0.046511628
2.5,0.058823529
9.9,0
2.1,0
1.4,0
3.2,0
8.7,0
5.7,0.05
6.5,0
0.6,0
1.5,0
3.4,0.047619048
0.3,0
2.1,0.0625
2.4,0.066666667
4.3,0
9.5,0.547619048
1.4,0
0,0
1.8,0
0.3,0
0,0
0,0.058823529
4.3,0.055555556
1.1,0.055555556
0.5,0.25
0.6,0
2.4,0.024691358
2.1,0.375
1.5,0
1.5,0
0.2,0.074074074
0.6,0.045454545
0.5,0.05
3.9,0
0.9,0.0625
0.9,0
0,0
1.9,0.066666667
0.4,0
0.4,0
1.5,0
2.8,0
0,0
1.5,0
0.6,0.055555556
0.3,0
1.2,0
0.4,0
0.7,0.064516129
2.2,0
0.3,0
0,0
8.2,0.020833333
12.5,0.106060606
2.8,0
25.1,0.051282051
4.6,0.045454545
0.6,0
0,0
0.4,0
1.9,0.051282051
9.9,0.066666667
4,0.051282051
2.5,0.058823529
7.2,0
1.3,0
2.6,0.052631579
2.7,0.047619048
18.8,0.068965517
0.7,0
1.4,0.041666667
1.9,0
1.1,0.029411765
5.7,0.08
2.8,0.031746032
0.6,0
0.4,0
0.6,0
0.8,0.048780488
0.2,0
0.9,0.0625
0.6,0
1.6,0.068965517
2.9,0
0.6,0.0625
0.3,0.066666667
0,0
1.7,0.074074074
0.9,0
0.5,0.055555556
7.6,0
2.9,0.057142857
1.2,0
2.6,0.066666667
0.9,0
1,0.074074074
9.2,0.047619048
2,0
2,0.043478261
12.7,0.039215686
6.2,0.047619048
14.8,0.107407407
7.7,0.2
1.9,0
1.3,0
6.7,0.03125
1.8,0.055555556
4.1,0.021978022
2.1,0
3.8,0.052631579
10.4,0.048780488
1.5,0.052631579
1.2,0
1.7,0.057142857
0.2,0
1.6,0.044444444
4.1,0.074074074
0.6,0.041666667
1.5,0.058823529
1.5,0.068965517
1.8,0
2.9,0.041666667
9,0.168831169
9.2,0.08
31.6,0.067669173
2.8,0.047619048
3.6,0
2.9,0.013245033
5,0.064516129
36.3,0.125
2.8,0.043478261
6.6,0.054054054
4.1,0.041666667
2,0.068965517
0,0.041666667
7.4,0.057142857
