0.3,2.93,3.85,3.29,4.13,2.93,2.7,3.1
0.33,2.81,3.52,3.17,2.93,2.81,2.26,2.46
0.39,3.85,4.4,4.38,4.13,3.85,3.43,3.62
0.24,3.73,4.24,4.41,3.78,3.73,2.7,3.61
0.65,3.46,3.4,3.38,3.83,3.46,3.44,3.87
0.59,3.91,3.95,3.65,4.02,3.91,4.34,3.82
0.28,2.25,3,2.41,3.96,2.25,3.61,2.08
0.89,4.82,3.71,4.77,4.3,4.82,4.48,4.44
0.2,2.75,4.38,4.14,3.18,2.75,4.09,3.27
0.6,3.81,3.92,3.85,3.22,3.81,4.1,4.41
0.4,3.85,3.87,4.23,3.77,3.85,4.32,4.15
0.49,4.13,3.69,4.59,3.38,4.13,4.4,4.1
0.28,3.74,3.14,4.02,3.36,3.74,3.87,3.95
0.78,4.27,4.1,4.02,3.79,4.27,4.85,4.39
0.6,4.57,4.6,4.93,4.19,4.57,4.48,4.57
0.61,2.78,1.86,2.27,2.03,2.78,1.94,2.38
0.39,4.7,3.75,4.19,3.83,4.7,4.48,4.61
0.39,4.54,3.59,3.95,3.68,4.54,4.34,4.52
0.53,4.35,4.34,4.65,3.77,4.35,4.34,4.15
0.62,4.56,3.78,4.14,4.25,4.56,4.4,4.33
0.72,3.82,3.17,3.17,2.27,3.82,3.93,3
0.42,3.1,2.12,3.2,2.48,3.1,3.41,3.48
0.63,4.08,3.95,4,3.49,4.08,4.03,2.8
0.26,3.48,3.37,4.04,3.29,3.48,4,4.13
0.6,2.8,2.38,3.37,2.66,2.8,3.14,3.8
0.71,3.71,4.19,4.87,3.52,3.71,3.72,4.06
0.54,3.5,3.85,4.28,2.73,3.5,3.71,3.52
0.21,3.87,3.38,3.45,3.59,3.87,2.65,3.59
0.46,4.56,4.17,4.88,4.36,4.56,3.53,4.47
0.57,3.18,3.81,4.16,3.5,3.18,3.26,3.51
0.42,3.15,3.44,2.59,3.13,3.15,2.48,3.96
0.54,4.84,4.61,4.84,4.54,4.84,4.1,4.52
0.4,4.33,4.06,3.97,4.15,4.33,3.16,4.62
0.7,4.04,4.38,4.18,3.02,4.04,4.11,4.38
0.76,3.31,3.02,3.4,3.27,3.31,3.78,3.55
0.45,,,,3.85,,,
0.53,1.82,2.93,1,3.14,1.82,3.46,2.13
0.53,4.23,4.17,4.28,4.18,4.23,3.84,4.07
0.67,3.73,3.93,3.79,4.35,3.73,3.88,3.79
0.3,4.45,4.68,4.76,4.25,4.45,4.43,4.41
0.48,3.07,4.4,3.57,,3.07,3.88,3.12
0.57,,,,,,,
0.65,3.51,3.84,3.62,,3.51,3.9,3.36
0.31,3.06,4.19,3.25,,3.06,3.57,3.23
0.31,4.38,3.71,4.52,3.83,4.38,4.75,4.25
0.49,4.3,4.56,4.44,4.43,4.3,3.93,4.16
0.2,3.81,3.4,3.73,3.5,3.81,3.94,3.19
0.36,3.76,4.04,3.67,3.97,3.76,3.72,3.94
0.32,3.56,4.34,4.03,4.26,3.56,,
0.44,4,4.06,4.13,4.24,4,4.39,4.07
0.64,2.52,2.52,2.01,3.72,2.52,3.62,3.23
0.65,2.41,2.88,2.38,3.87,2.41,3.5,2.87
0.63,3.3,4.47,4.16,4.24,3.3,3.95,3.82
0.43,2.8,2.81,2.75,2.85,2.8,3.58,2.76
0.43,3.92,3.65,3.76,3.8,3.92,3.93,3.93
0.57,1.78,3.58,2.86,3.42,1.78,3.74,3.18
0.54,3.31,3.54,3.16,3.13,3.31,4.09,3.28
0.53,3.63,3.6,4.01,2.75,3.63,3.57,3.31
0.7,3.56,3.45,3.43,3.34,3.56,3.6,3.36
0.65,3.48,3.81,3.35,4.07,3.48,4.32,3.56
0.31,,,,,,,
0.33,3.92,4.06,3.72,4.03,3.92,3.87,4.1
0.28,4.07,3.24,3.85,3.23,4.07,4.18,3.68
0.61,,,,,,,
0.38,3.81,3.84,3.75,4.25,3.81,3.95,4.02
0.56,3.52,3.19,4.05,2.75,3.52,3.17,3.06
0.65,,,,,,,
0.47,3.72,3.18,3.74,3.37,3.72,3.95,3.47
0.48,3.44,3.55,3.28,4.33,3.44,4.17,3.88
0.33,3.16,2.77,2.8,2.96,3.16,4.08,2.56
0.6,3.63,3.84,3.81,3.37,3.63,3.54,3.14
0.33,2.02,3.24,2.93,,2.02,3.33,2.52
0.56,3.35,4.54,3.56,4.26,3.35,4.5,3.62
0.61,3.47,4.25,3.51,4.1,3.47,4.02,4.25
0.71,2.37,2.87,3.12,3.63,2.37,3.73,3.18
0.9,,,,,,,
,,,,,,,
,,,,4.02,,3.94,4.45
,3.25,4.11,3.14,2.54,3.25,3.69,3.49
,1.3,2.15,1.63,,1.3,1.67,1.1
,,,,,,,
,3.57,3.31,3.32,4.09,3.57,3.16,3.68
,3.81,4.57,3.98,4.08,3.81,4.15,4.18
,1.77,2.57,1.75,2.88,1.77,3.24,2.99
,3.38,3.96,3.75,3.79,3.38,3.52,3.75
,2.49,2.93,2.76,3.65,2.49,3.05,2.88
,,,,,,,
,3.58,3.91,3.71,3.79,3.58,3.42,3.08
,,,,,,,
,3.74,4.06,3.93,4.34,3.74,3.81,3.96
,3.59,3.37,4.08,3.55,3.59,4.25,3.73
,,,,,,,
,,,,,,,
,4.25,4.43,4.16,,4.25,,
,3.98,4.57,4.51,4.77,3.98,3.2,4.28
,4.28,4.58,4.46,4.66,4.28,4.21,4.39
,3.61,2.96,3.67,3.67,3.61,3.93,3.98
,3.15,2.99,3.04,3.28,3.15,3.42,2.79
,,,,,,,
,3.71,4.27,3.95,3.44,3.71,3.78,3.8
,3.76,3.51,3.72,4.44,3.76,3.95,4.03
,2.7,2.75,2.63,2.97,2.7,3.51,2.71
,3.45,3.42,3.06,3.88,3.45,4.08,3.24
,3.38,3.8,3.54,4.18,3.38,3.79,3.94
,4.51,4.63,4.03,4.43,4.51,3.33,4.55
,3.09,2.68,3.13,3.58,3.09,3.91,3.29
,3.05,3.65,3.14,3.96,3.05,3.37,3.64
,3.88,3.96,3.81,3.88,3.88,4.17,4.08
,,,,,,,
,,,,,,,
,4.72,4.22,4.33,3.92,4.72,4.52,4.24
,4.32,3.58,4.26,3.69,4.32,4.17,4.01
,4.53,3.97,4.73,3.51,4.53,3.04,4.19
,3.97,3.48,3.78,4.02,3.97,3.05,3.71
,3.26,3.7,3.57,,3.26,3.37,3.08
,3.28,2.93,2.81,3.64,3.28,3.4,3.74
,2.97,3.61,3.58,4.06,2.97,1.53,3.43
,4.34,4.37,4.44,3.85,4.34,4.03,4.25
,3.54,3.47,3.78,3.63,3.54,3.02,2.98
,4.07,4.18,4.08,2.82,4.07,4.05,4.08
,3.37,3.66,3.32,3.68,3.37,3.42,2.93
,,,,,,,
,,,,,,,
,4.32,4.35,4.19,4.02,4.32,4.29,4.46
,3.49,3.7,2.7,3.87,3.49,3.5,3.73
,,,,,,,
,3.63,3.63,3.52,3.83,3.63,4.08,3.7
,2.42,3.5,3.39,3.65,2.42,3.2,2.75
,,,,,,,
,4.29,4.49,4.48,4.06,4.29,4.2,4.68
,3.52,2.97,3.19,3.5,3.52,3.15,3.03
,3.18,2.64,2.5,3.52,3.18,3.26,2.86
,2.41,2.83,2.25,3.92,2.41,3.11,2.79
,3.4,2.79,3,3.81,3.4,3.05,2.98
,,,,,,,
,3.84,4.03,4.08,,3.84,,
,,,,,,,
,,,,,,,
,3.38,2.88,3.25,2.82,3.38,3.38,3.51
,3.56,3.82,3.33,3.88,3.56,3.75,3.66
,3.01,3.5,3.62,3.89,3.01,2.15,3.06
,,,,,,,
,4.21,4.28,4.21,3.6,4.21,4.6,4.34
,4.99,4.94,4.93,4.77,4.99,4.99,4.99
,3.569891107,3.653829401,3.683466425,3.458384755,3.569891107,3.543406193,3.588087432
